st93fem_01	fem	Leiden*_1993_Lei006_stock	N/A
st93fem_02	fem	Leiden*_1993_Lei007_stock	N/A
st93fem_04	fem	Leiden*_1993_Lei009_stock	N/A
st93fem_06	fem	Leiden*_1993_Lei04_stock	N/A
st93fem_07	fem	Leiden*_1993_Lei011_stock	N/A
st93fem_08	fem	Leiden*_1993_Lei01_stock	N/A
st93fem_09	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_11	fem	Leiden*_1993_Lei01_stock	N/A
st93fem_12	fem	Leiden*_1993_Lei010_stock	N/A
st93fem_13	fem	Leiden*_1993_Lei012_stock	N/A
st93fem_14	fem	Leiden*_1993_Lei006_stock	N/A
st93fem_15	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_16	fem	Leiden*_1993_Lei010_stock	N/A
st93fem_17	fem	Leiden*_1993_Lei012_stock	N/A
st93fem_18	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_19	fem	Leiden*_1993_Lei010_stock	N/A
st93fem_20	fem	Leiden*_1993_Lei013_stock	N/A
st93fem_21	fem	Leiden*_1993_Lei014_stock	N/A
st93fem_22	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_23	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_24	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_25	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_26	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_27	fem	Leiden*_1993_Lei010_stock	N/A
st93fem_28	fem	Leiden*_1993_Lei04_stock	N/A
st93fem_29	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_30	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_31	fem	Leiden*_1993_Lei018_stock	N/A
st93fem_32	fem	Leiden*_1993_Lei01_stock	N/A
st93fem_33	fem	Leiden*_1993_Lei010_stock	N/A
st93fem_34	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_35	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_36	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_37	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_38	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_39	fem	Leiden*_1993_Lei03_stock	N/A
st93fem_40	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_41	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_42	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_43	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_44	fem	Leiden*_1993_Lei04_stock	N/A
st93fem_45	fem	Leiden*_1993_Lei007_stock	N/A
st93fem_46	fem	Leiden*_1993_Lei007_stock	N/A
st93fem_47	fem	Leiden*_1993_Lei016_stock	N/A
st93fem_48	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_49	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_50	fem	Leiden*_1993_Lei012_stock	N/A
st93fem_51	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_52	fem	Leiden*_1993_Lei006_stock	N/A
st93fem_53	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_54	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_55	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_56	fem	Leiden*_1993_Lei04_stock	N/A
st93fem_57	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_58	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_59	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_60	fem	Leiden*_1993_Lei006_stock	N/A
st93fem_61	fem	Leiden*_1993_Lei016_stock	N/A
st93fem_62	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_63	fem	Leiden*_1993_Lei013_stock	N/A
st93fem_64	fem	Leiden*_1993_Lei05_stock	N/A
st93fem_65	fem	Leiden*_1993_Lei009_stock	N/A
st93fem_66	fem	Leiden*_1993_Lei05_stock	N/A
st93fem_67	fem	Leiden*_1993_Lei010_stock	N/A
st93fem_68	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_69	fem	Leiden*_1993_Lei012_stock	N/A
st93fem_70	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_71	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_72	fem	Leiden*_1993_Lei013_stock	N/A
st93fem_73	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_74	fem	Leiden*_1993_Lei05_stock	N/A
st93fem_75	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_76	fem	Leiden*_1993_Lei010_stock	N/A
st93fem_77	fem	Leiden*_1993_Lei012_stock	N/A
st93fem_78	fem	Leiden*_1993_Lei02_stock	N/A
st93fem_79	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_80	fem	Leiden*_1993_Lei010_stock	N/A
st93fem_81	fem	Leiden*_1993_Lei04_stock	N/A
st93fem_82	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_83	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_84	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_85	fem	Leiden*_1993_Lei011_stock	N/A
st93fem_86	fem	Leiden*_1993_Lei01_stock	N/A
st93fem_87	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_88	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_89	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_90	fem	Leiden*_1993_Lei03_stock	N/A
st93fem_91	fem	Leiden*_1993_Lei04_stock	N/A
st93fem_92	fem	Leiden*_1993_Lei011_stock	N/A
st93fem_93	fem	Leiden*_1993_Lei04_stock	N/A
st93fem_94	fem	Leiden*_1993_Lei013_stock	N/A
st93fem_95	fem	Leiden*_1993_Lei011_stock	N/A
st93fem_96	fem	Leiden*_1993_Lei05_stock	N/A
st93fem_97	fem	Leiden*_1993_Lei016_stock	N/A
st93fem_98	fem	Leiden*_1993_Lei008_stock	N/A
st93fem_99	fem	Leiden*_1993_Lei006_stock	N/A
st93fem_100	fem	Leiden*_1993_Lei017_stock	N/A
st93fem_101	fem	Leiden*_1993_Lei01_stock	N/A
st93fem_102	fem	Leiden*_1993_Lei05_stock	N/A
st93fem_103	fem	Leiden*_1993_Lei05_stock	N/A
st93fem_104	fem	Leiden*_1993_Lei007_stock	N/A
st93fem_105	fem	Leiden*_1993_Lei01_stock	N/A
st93fem_106	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_107	fem	Leiden*_1993_Lei006_stock	N/A
st93fem_108	fem	Leiden*_1993_Lei010_stock	N/A
st93fem_109	fem	Leiden*_1993_Lei015_stock	N/A
st93fem_110	fem	Leiden*_1993_Lei009_stock	N/A
st93fem_111	fem	Leiden*_1993_Lei008_stock	N/A
st93male_01	male	Leiden*_1993_Lei03_stock	Leiden*_1993_Lei013_stock
st93male_02	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei012_stock
st93male_03	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei015_stock
st93male_04	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei011_stock
st93male_05	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei010_stock
st93male_06	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei010_stock
st93male_07	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei010_stock
st93male_08	male	Leiden*_1993_Lei015_stock	Leiden*_1993_Lei017_stock
st93male_09	male	Leiden*_1993_Lei05_stock	Leiden*_1993_Lei008_stock
st93male_10	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei007_stock
st93male_11	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei010_stock
st93male_12	male	Leiden*_1993_Lei05_stock	Leiden*_1993_Lei015_stock
st93male_13	male	Leiden*_1993_Lei010_stock	Leiden*_1993_Lei014_stock
st93male_14	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei012_stock
st93male_15	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei015_stock
st93male_16	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei006_stock
st93male_17	male	Leiden*_1993_Lei010_stock	Leiden*_1993_Lei012_stock
st93male_18	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei02_stock
st93male_19	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei012_stock
st93male_20	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei008_stock
st93male_21	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei012_stock
st93male_22	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei009_stock
st93male_23	male	Leiden*_1993_Lei05_stock	Leiden*_1993_Lei010_stock
st93male_24	male	Leiden*_1993_Lei010_stock	Leiden*_1993_Lei012_stock
st93male_25	male	Leiden*_1993_Lei010_stock	Leiden*_1993_Lei012_stock
st93male_26	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei006_stock
st93male_27	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei015_stock
st93male_28	male	Leiden*_1993_Lei03_stock	Leiden*_1993_Lei006_stock
st93male_29	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei015_stock
st93male_30	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei010_stock
st93male_31	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei015_stock
st93male_32	male	Leiden*_1993_Lei012_stock	Leiden*_1993_Lei015_stock
st93male_33	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei04_stock
st93male_34	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei02_stock
st93male_35	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei015_stock
st93male_36	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei015_stock
st93male_37	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei02_stock
st93male_38	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei015_stock
st93male_39	male	Leiden*_1993_Lei03_stock	Leiden*_1993_Lei007_stock
st93male_40	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei008_stock
st93male_41	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei009_stock
st93male_42	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei015_stock
st93male_44	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei015_stock
st93male_45	male	Leiden*_1993_Lei05_stock	Leiden*_1993_Lei006_stock
st93male_46	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei015_stock
st93male_47	male	Leiden*_1993_Lei009_stock	Leiden*_1993_Lei010_stock
st93male_48	male	Leiden*_1993_Lei03_stock	Leiden*_1993_Lei008_stock
st93male_49	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei009_stock
st93male_50	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei007_stock
st93male_51	male	Leiden*_1993_Lei015_stock	Leiden*_1993_Lei017_stock
st93male_52	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei015_stock
st93male_53	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei007_stock
st93male_54	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei015_stock
st93male_55	male	Leiden*_1993_Lei010_stock	Leiden*_1993_Lei015_stock
st93male_56	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei010_stock
st93male_57	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei008_stock
st93male_58	male	Leiden*_1993_Lei010_stock	Leiden*_1993_Lei012_stock
st93male_60	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei009_stock
st93male_61	male	Leiden*_1993_Lei015_stock	Leiden*_1993_Lei017_stock
st93male_62	male	Leiden*_1993_Lei012_stock	Leiden*_1993_Lei015_stock
st93male_63	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei011_stock
st93male_64	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei015_stock
st93male_65	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei012_stock
st93male_66	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei006_stock
st93male_67	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei010_stock
st93male_68	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei011_stock
st93male_69	male	Leiden*_1993_Lei010_stock	Leiden*_1993_Lei012_stock
st93male_70	male	Leiden*_1993_Lei03_stock	Leiden*_1993_Lei010_stock
st93male_71	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei012_stock
st93male_72	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei012_stock
st93male_73	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei015_stock
st93male_74	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei010_stock
st93male_75	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei016_stock
st93male_76	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei006_stock
st93male_78	male	Leiden*_1993_Lei009_stock	Leiden*_1993_Lei015_stock
st93male_79	male	Leiden*_1993_Lei009_stock	Leiden*_1993_Lei010_stock
st93male_80	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei006_stock
st93male_81	male	Leiden*_1993_Lei007_stock	Leiden*_1993_Lei012_stock
st93male_82	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei015_stock
st93male_83	male	Leiden*_1993_Lei010_stock	Leiden*_1993_Lei013_stock
st93male_84	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei015_stock
st93male_85	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei010_stock
st93male_86	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei015_stock
st93male_87	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei007_stock
st93male_88	male	Leiden*_1993_Lei009_stock	Leiden*_1993_Lei015_stock
st93male_89	male	Leiden*_1993_Lei03_stock	Leiden*_1993_Lei04_stock
st93male_90	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei009_stock
st93male_91	male	Leiden*_1993_Lei007_stock	Leiden*_1993_Lei008_stock
st93male_92	male	Leiden*_1993_Lei009_stock	Leiden*_1993_Lei012_stock
st93male_93	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei010_stock
st93male_94	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei015_stock
st93male_95	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei009_stock
st93male_96	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei006_stock
st93male_97	male	Leiden*_1993_Lei04_stock	Leiden*_1993_Lei008_stock
st93male_98	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei02_stock
st93male_99	male	Leiden*_1993_Lei009_stock	Leiden*_1993_Lei010_stock
st93male_100	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei012_stock
st93male_102	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei007_stock
st93male_103	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei04_stock
st93male_104	male	Leiden*_1993_Lei008_stock	Leiden*_1993_Lei015_stock
st93male_105	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei012_stock
st93male_106	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei012_stock
st93male_107	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei010_stock
st93male_108	male	Leiden*_1993_Lei01_stock	Leiden*_1993_Lei02_stock
st93male_109	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei012_stock
st93male_110	male	Leiden*_1993_Lei02_stock	Leiden*_1993_Lei006_stock
st93male_111	male	Leiden*_1993_Lei006_stock	Leiden*_1993_Lei009_stock
st93male_112	male	Leiden*_1993_Lei012_stock	Leiden*_1993_Lei015_stock
